kanji,kana,meaning,local_score,moji_seen_count,moji_wrong_count,moji_right_count,migration_priority
泳ぐ,およぐ,游泳,0,1,1,0,88.0
洋服,ようふく,（西装、裤子、连衣裙、裙子等）衣服,0,1,1,0,88.0
洗う,あらう,洗,0,1,1,0,88.0
消す,けす,关掉（电源）；熄灭；抹去,0,1,1,0,88.0
渡る,わたる,渡过，通过,0,1,1,0,88.0
滑る,すべる,滑行；打滑,0,1,1,0,88.0
無くす,なくす,丢失，失去,0,1,1,0,88.0
焼酎,しょうちゅう,烧酒，蒸馏酒，白酒,0,1,1,0,88.0
特技,とくぎ,拿手的技术,0,1,1,0,88.0
狭い,せまい,窄的，狭小的；狭隘的,0,1,1,0,88.0
甘い,あまい,甜的；宽松的，不严厉的,0,1,1,0,88.0
生徒,せいと,（初中或高中的）学生,0,1,1,0,88.0
生活,せいかつ,生活,0,1,1,0,88.0
男,おとこ,男性，男人,0,1,1,0,88.0
病気,びょうき,疾病,0,1,1,0,88.0
病院,びょういん,病院,0,1,1,0,88.0
目,め,眼睛,0,1,1,0,88.0
直ぐ,すぐ,马上，立刻，立即；非常，紧，（距离）极近；直，直爽笔直亦指坦率,0,1,1,0,88.0
直ぐに,すぐに,立刻，马上,0,1,1,0,88.0
直す,なおす,修理,0,1,1,0,88.0
真っ直ぐ,まっすぐ,直，笔直；直接，径直；正直，耿直，坦率，直率,0,1,1,0,88.0
短い,みじかい,短的；短暂的,0,1,1,0,88.0
社員,しゃいん,公司职员,0,1,1,0,88.0
立つ,たつ,站立,0,1,1,0,88.0
立派,りっぱ,优秀的，出色的,0,1,1,0,88.0
置く,おく,放，置,0,1,1,0,88.0
脱ぐ,ぬぐ,摘下，脱下,0,1,1,0,88.0
興味,きょうみ,兴趣,0,1,1,0,88.0
若い,わかい,年轻的；年幼的；幼稚的,0,1,1,0,88.0
荷物,にもつ,行李，货物,0,1,1,0,88.0
葉書,はがき,明信片,0,1,1,0,88.0
薄い,うすい,薄的；（颜色、味道等）淡的；（程度）轻的,0,1,1,0,88.0
見せる,みせる,给……看，展现,0,1,1,0,88.0
見送り,みおくり,送行；搁置,0,1,1,0,88.0
親子丼,おやこどん,鸡肉鸡蛋盖饭；母子饭,0,1,1,0,88.0
角,かど,（道路等）拐角；（桌子等）棱角,0,1,1,0,88.0
言う,いう,说话，告诉；叫作,0,1,1,0,88.0
試験,しけん,考试；测验,0,1,1,0,88.0
誕生日,たんじょうび,生日,0,1,1,0,88.0
警備,けいび,警备，警戒；戒备；警卫,0,1,1,0,88.0
象,ぞう,大象,0,1,1,0,88.0
財布,さいふ,钱包,0,1,1,0,88.0
賑やか,にぎやか,热闹，熙熙攘攘，繁华，繁盛；极其开朗，热闹,0,1,1,0,88.0
走る,はしる,跑,0,1,1,0,88.0
車,くるま,车,0,1,1,0,88.0
軽い,かるい,轻的；轻微的；轻快的；简单的；轻浮的,0,1,1,0,88.0
込む,こむ,（混）拥挤；（込）费事，精巧,0,1,1,0,88.0
近い,ちかい,近的，靠近的,0,1,1,0,88.0
返す,かえす,归还；翻（过来）,0,1,1,0,88.0
週末,しゅうまつ,周末,0,1,1,0,88.0
道,みち,道路,0,1,1,0,88.0
道具,どうぐ,工具,0,1,1,0,88.0
違い,ちがい,差异，不同,0,1,1,0,88.0
選ぶ,えらぶ,选择,0,1,1,0,88.0
酸っぱい,すっぱい,酸的，酸味的,0,1,1,0,88.0
野球,やきゅう,棒球,0,1,1,0,88.0
野菜,やさい,蔬菜,0,1,1,0,88.0
銀行,ぎんこう,银行,0,1,1,0,88.0
鍵,かぎ,钥匙；锁；关键,0,1,1,0,88.0
長い,ながい,长的；长久的,0,1,1,0,88.0
閉める,しめる,关上，关闭,0,1,1,0,88.0
開ける,あける,打开，开,0,1,1,0,88.0
降る,ふる,下（雨、雪等）,0,1,1,0,88.0
隣,となり,旁边；邻居,0,1,1,0,88.0
雑誌,ざっし,杂志,0,1,1,0,88.0
音楽,おんがく,音乐,0,1,1,0,88.0
頭,あたま,头；顶部；头脑,0,1,1,0,88.0
飛ぶ,とぶ,飞,0,1,1,0,88.0
飛行機,ひこうき,飞机,0,1,1,0,88.0
食堂,しょくどう,食堂,0,1,1,0,88.0
黒い,くろい,黑色的；脏的；邪恶的,0,1,1,0,88.0
鼻,はな,鼻子,0,1,1,0,88.0
お宅,おたく,您的家，贵府，贵公司；（オタク）专注于爱好和其他兴趣，不喜欢社交的人，御宅族,0,1,1,0,87.0
お粥,おかゆ,粥，稀饭,0,1,1,0,87.0
事務所,じむしょ,事务所，办事处,0,1,1,0,87.0
人形,にんぎょう,玩偶，人偶,0,1,1,0,87.0
会議,かいぎ,会议,0,1,1,0,87.0
会議室,かいぎしつ,会议室,0,1,1,0,87.0
作品,さくひん,作品，创作，著作，艺术制品,0,1,1,0,87.0
倒産,とうさん,倒闭，破产,0,1,1,0,87.0
値段,ねだん,价格,0,1,1,0,87.0
内,うち,内部；我（们）的；(うち）时候,0,1,1,0,87.0
出来るだけ,できるだけ,尽量地；尽可能地,0,1,1,0,87.0
卒業,そつぎょう,卒业,0,1,1,0,87.0
合格,ごうかく,及格，考上；合格,0,1,1,0,87.0
品物,しなもの,商品,0,1,1,0,87.0
回る,まわる,旋转,0,1,1,0,87.0
報告,ほうこく,报告，汇报,0,1,1,0,87.0
場所,ばしょ,场所，地方,0,1,1,0,87.0
壁,かべ,墙壁；障碍，隔阂,0,1,1,0,87.0
季節,きせつ,季节,0,1,1,0,87.0
寝坊,ねぼう,睡懒觉（的人）,0,1,1,0,87.0
専門,せんもん,专业，专门,0,1,1,0,87.0
将来,しょうらい,将来,0,1,1,0,87.0
店員,てんいん,店员,0,1,1,0,87.0
引き出し,ひきだし,抽屉；提取,0,1,1,0,87.0
形,かたち,形状；样式；形式,0,1,1,0,87.0
役に立つ,やくにたつ,有用处，有帮助,0,1,1,0,87.0
必ず,かならず,一定，必定,0,1,1,0,87.0
怪我,けが,伤，受伤，负伤；过错，过失,0,1,1,0,87.0
手伝う,てつだう,帮忙，帮助,0,1,1,0,87.0
払う,はらう,支付；拂去,0,1,1,0,87.0
指,ゆび,手指，脚趾,0,1,1,0,87.0
挙げる,あげる,逮捕；举证，检举；举行（仪式）；举例，列举；扬名出名；尽力全拿出来；开始战争,0,1,1,0,87.0
挨拶,あいさつ,问候，寒暄；致辞,0,1,1,0,87.0
捨てる,すてる,扔掉；抛弃,0,1,1,0,87.0
操作,そうさ,操纵（机器等）操作驾驶；设法安排筹措窜改（帐簿）,0,1,1,0,87.0
数学,すうがく,数学,0,1,1,0,87.0
料金,りょうきん,使用费,0,1,1,0,87.0
旅館,りょかん,日式宾馆,0,1,1,0,87.0
林,はやし,林，树林，树丛；林，林立；林(姓氏),0,1,1,0,87.0
機械,きかい,机械，机器,0,1,1,0,87.0
止める,とめる,停止，停下,0,1,1,0,87.0
水泳,すいえい,游泳,0,1,1,0,87.0
決まる,きまる,决定，规定,0,1,1,0,87.0
治る,なおる,病愈，痊愈,0,1,1,0,87.0
渇く,かわく,渴，干渴；渴望，内心的要求,0,1,1,0,87.0
渋滞,じゅうたい,堵车，停滞不前,0,1,1,0,87.0
熱,ねつ,热度；发烧,0,1,1,0,87.0
用,よう,事情；用途，……用,0,1,1,0,87.0
男性,だんせい,男性,0,1,1,0,87.0
発言,はつげん,发言,0,1,1,0,87.0
真面目,まじめ,认真；老实,0,1,1,0,87.0
知らせる,しらせる,通知,0,1,1,0,87.0
研究,けんきゅう,研究,0,1,1,0,87.0
笑う,わらう,笑；嘲笑,0,1,1,0,87.0
簡単,かんたん,简单，简便,0,1,1,0,87.0
給料,きゅうりょう,工资，薪水,0,1,1,0,87.0
編み物,あみもの,编织物品,0,1,1,0,87.0
美術館,びじゅつかん,美术馆,0,1,1,0,87.0
習慣,しゅうかん,习惯；风俗,0,1,1,0,87.0
苦い,にがい,（味道）苦的；痛苦的,0,1,1,0,87.0
落とす,おとす,使落下；遗失；弄掉,0,1,1,0,87.0
複雑,ふくざつ,复杂,0,1,1,0,87.0
親切,しんせつ,亲切，热情,0,1,1,0,87.0
触る,さわる,碰触，接触,0,1,1,0,87.0
調べる,しらべる,调查,0,1,1,0,87.0
趣味,しゅみ,爱好,0,1,1,0,87.0
足りる,たりる,够，足够,0,1,1,0,87.0
通り,とおり,大街，马路；来往；流通；一样，同样,0,1,1,0,87.0
通る,とおる,通过，走过，穿过；合格；得到承认,0,1,1,0,87.0
連絡,れんらく,联系，联络,0,1,1,0,87.0
運ぶ,はこぶ,搬运，运送,0,1,1,0,87.0
運転,うんてん,驾驶；操作,0,1,1,0,87.0
過ぎる,すぎる,经过；超过；过分,0,1,1,0,87.0
都合,つごう,方便（与否）；情况,0,1,1,0,87.0
間,あいだ,（两个事物的）中间；时间段；人与人的关系,0,1,1,0,87.0
随分,ずいぶん,相当，很；不像话，过分,0,1,1,0,87.0
食事,しょくじ,吃饭，进餐,0,1,1,0,87.0
高速道路,こうそくどうろ,高速公路,0,1,1,0,87.0
あいさつ回り,あいさつまわり,寒暄，拜访,0,1,1,0,86.0
お別れ,おわかれ,分手，分别,0,1,1,0,86.0
お大事に,おだいじに,请多保重,0,1,1,0,86.0
お店,おみせ,商店，小店,0,1,1,0,86.0
お正月,おしょうがつ,新年，过年,0,1,1,0,86.0
お汁粉,おしるこ,红豆年糕汤,0,1,1,0,86.0
お辞儀,おじぎ,行礼，敬礼，鞠躬指低下头寒暄；推辞客气，谢绝,0,1,1,0,86.0
お風呂,おふろ,澡堂，浴室,0,1,1,0,86.0
こちらこそ,こちらこそ,彼此彼此，哪里哪里，我才要请您...,0,1,1,0,86.0
ご馳走,ごちそう,款待，宴请；好吃的食物高档的酒菜酒席,0,1,1,0,86.0
ちゃんと,ちゃんと,整齐；好好地,0,1,1,0,86.0
つい,つい,相隔不远，就在眼前；不知不觉（地），无意中；不由得，不禁,0,1,1,0,86.0
とうとう,とうとう,终于，终究,0,1,1,0,86.0
クーラー,くーらー,cooler冷气设备；冷却器；冷凝器；冷却剂，空调；（钓鱼等）携带式冰箱,0,1,1,0,86.0
コース,こーす,course道路，路线；跑道；泳道；球路；课程，学科；（上菜的）程序，顺序；方针,0,1,1,0,86.0
シンプル,しんぷる,单纯，简单；质朴；朴素,0,1,1,0,86.0
シーズン,しーずん,season 季节；旺季,0,1,1,0,86.0
ジャスミン茶,じゃすみんちゃ,茉莉花茶,0,1,1,0,86.0
スケッチ,すけっち,sketch草图，画稿，略图，素描；写生（画），速写（画）；描述性小曲,0,1,1,0,86.0
デザイン,でざいん,design 设计（图）；（制作）图案,0,1,1,0,86.0
ドライブ,どらいぶ,drive开汽车远游，兜风；旋转球；驱动,0,1,1,0,86.0
ドラマ,どらま,戏，戏剧；剧本；戏曲，戏剧文学,0,1,1,0,86.0
ハンサム,はんさむ,handsome，美男子；有风度（的男人）,0,1,1,0,86.0
パイロット,ぱいろっと,"pilot〈船〉领港员,领航员,引水员；〈空〉飞行员,飞机驾驶员舵手；领航员；飞行员",0,1,1,0,86.0
ベンチ,べんち,bench长凳；棒球领队，选手的席位,0,1,1,0,86.0
ボーリング,ぼーりんぐ,boring镗孔，打眼，钻孔；钻探为了进行地质调查及开采地下资源，往地下打一个深的细孔；bowling保龄球,0,1,1,0,86.0
一人暮らし,ひとりぐらし,单身生活，一个人过日子，独居,0,1,1,0,86.0
上級者,じょうきゅうしゃ,级别高的人；熟练者,0,1,1,0,86.0
下ろす,おろす,（从高处）放下；弄下；取下，拿下；降下，落下；扎（根）；伸展；剪下，砍下（树枝）；落（发），剃掉（头发）；提取，取出（存款）；开始使用，初次用（新东西）；卸下（货物）；让……下车（船、飞机等）；卸（任），退（位）；辞（职）；磨碎，擦碎；排出体外；堕胎.；撤下,0,1,1,0,86.0
交通量,こうつうりょう,交通量，通行量,0,1,1,0,86.0
会費,かいひ,会费,0,1,1,0,86.0
似合う,にあう,合适，般配,0,1,1,0,86.0
何歳,なんさい,几岁，多大年纪,0,1,1,0,86.0
優勝,ゆうしょう,最优秀；取得第一名；夺冠；冠军,0,1,1,0,86.0
写真展,しゃしんてん,摄影展，照片展览会,0,1,1,0,86.0
出迎え,でむかえ,（でむかえる名词形）迎接，迎接的人,0,1,1,0,86.0
初詣,はつもうで,新年第一次参拜神社,0,1,1,0,86.0
別荘,べっそう,别墅，园林住宅,0,1,1,0,86.0
割引,わりびき,打折，折扣，减价；贴现,0,1,1,0,86.0
北海道,ほっかいどう,北海道,0,1,1,0,86.0
半額,はんがく,半价,0,1,1,0,86.0
卒業式,そつぎょうしき,毕业典礼,0,1,1,0,86.0
向日葵,ひまわり,向日葵，葵花，朝阳花,0,1,1,0,86.0
地味,じみ,服装、打扮、性格等朴素，不华美；性质、思考方式、生活态度等比较低调、不显眼，质朴，没有什么修饰踏实,0,1,1,0,86.0
居酒屋,いざかや,小酒馆；酒铺,0,1,1,0,86.0
居間,いま,起居室，起座间,0,1,1,0,86.0
展示場,てんじじょう,展览会，展览的地方,0,1,1,0,86.0
布,ぬの,布。织物的总称，在日本旧时与丝绸相对指用麻、葛等纤维织成的物品后进一步包括棉花，进而成为亦包括丝绸再被的所有织物的总称；在建筑中表示水平，横的意思,0,1,1,0,86.0
平日,へいじつ,平常日；非节假日,0,1,1,0,86.0
年間,ねんかん,年间，年代；一年,0,1,1,0,86.0
建築家,けんちくか,建筑师,0,1,1,0,86.0
恋人,こいびと,情人，意中人，（恋爱）对象,0,1,1,0,86.0
